Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20222009,07/26/2022,12/14/2022,2022,Residential   Construction/repair/demolition,20910
20221520,04/25/2022,05/16/2022,2022,Residential   El  Amplification Equip,20853
20202200,07/20/2020,07/22/2020,2020,Residential House/yard,20853
19453,08/30/2007,10/09/2007,2007,Residential House/yard,20855
6269,09/04/1996,10/29/1996,1996,Industrial/commercial   Equipment Noise,20853
20242396,10/07/2024,11/01/2024,2024,Residential   Motor Vehicle Noise,20895 2750
17226,01/26/2006,10/03/2007,2006,Industrial/commercial  construction/repair/demolit,20871
20192836,12/26/2019,01/27/2020,2019,Industrial/commercial   Refuse Noise Collection,20815
20151760,06/10/2015,07/10/2017,2015,Industrial/commercial   Equipment Noise,20814
2013927,07/11/2013,08/12/2013,2013,Residential   Construction/repair/demolition,20816
20202616,10/13/2020,11/05/2020,2020,Industrial/commercial  construction/repair/demolit,20814
560,06/06/2000,09/15/2000,2000,Industrial/commercial  construction/repair/demolit,20874
21485,03/23/2009,05/12/2009,2009,Residential   Motor Vehicle Noise,20833
20201275,03/02/2020,08/13/2020,2020,Residential Muti Tenant Dwelling,20872
4302,04/10/1995,06/06/1995,1995,Industrial/commercial   Equipment Noise,20850
21410,03/09/2009,04/14/2009,2009,Residential   El  Amplification Equip,20906
591,06/14/2000,07/13/2000,2000,Industrial/commercial   Equipment Noise,20912
20171881,06/22/2017,07/31/2017,2017,Residential   El  Amplification Equip,20879
20211772,05/19/2021,07/23/2021,2021,Industrial/commercial   Refuse Noise Collection,20901
20828,09/17/2008,09/30/2008,2008,Industrial/commercial  construction/repair/demolit,20896
19562,10/01/2007,10/09/2007,2007,Industrial/commercial  construction/repair/demolit,20871
22714,11/30/2009,01/19/2010,2009,Residential   Construction/repair/demolition,20814
7732,08/21/1997,10/02/1997,1997,Residential   Mechanical,20817
18271,10/16/2006,11/14/2006,2006,Industrial/commercial   heat Pump/ac Noise,20814
17738,06/02/2006,07/06/2006,2006,Waiver Request,20841
20241439,03/27/2024,06/18/2024,2024,Industrial/commercial   Equipment Noise,20904
20241989,07/11/2024,11/22/2024,2024,Residential   Construction/repair/demolition,20817
19984,02/19/2008,03/24/2008,2008,Residential   El  Amplification Equip,20874
21086,12/02/2008,12/16/2008,2008,Residential   Motor Vehicle Noise,20879
18394,11/17/2006,12/13/2006,2006,Residential   Mechanical,20850
20221148,02/09/2022,02/15/2022,2022,Industrial/commercial  construction/repair/demolit,20815
20232648,12/13/2023,12/22/2023,2023,Residential   Construction/repair/demolition,20814
17229,01/27/2006,01/27/2006,2006,Industrial/commercial  construction/repair/demolit,20816
20242084,07/29/2024,12/27/2024,2024,Waiver Request,20910
11267,04/03/2002,07/10/2002,2002,Residential   El  Amplification Equip,20886
20231483,04/17/2023,05/15/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20815
25037,05/31/2011,08/03/2011,2011,Industrial/commercial   Electrical Amp Equip,20816
20192214,08/05/2019,11/19/2019,2019,Industrial/commercial   Refuse Noise Collection,20910
20232076,08/09/2023,08/30/2023,2023,Industrial/commercial   Equipment Noise,20850
1615,06/13/2001,05/03/2002,2001,Industrial/commercial   Electrical Amp Equip,20878
20231112,01/30/2023,02/17/2023,2023,Residential   El  Amplification Equip,20874
20202716,11/02/2020,11/17/2020,2020,Residential Muti Tenant Dwelling,20906
13486,09/23/2003,10/02/2003,2003,Residential   Mechanical,20895
20202910,12/16/2020,02/19/2021,2020,Industrial/commercial   Refuse Noise Collection,20902
20172591,12/11/2017,01/11/2018,2017,Residential Muti Tenant Dwelling,20832
1814,08/20/2001,09/18/2001,2001,Residential   Motor Vehicle Noise,20895
21305,02/09/2009,04/06/2009,2009,Industrial/commercial   Equipment Noise,20902
26549,06/20/2012,09/07/2012,2012,Waiver Request,20906
20151657,05/18/2015,09/15/2015,2015,Industrial/commercial   Equipment Noise,20901
20212630,10/28/2021,11/17/2021,2021,Residential   Construction/repair/demolition,20906
9609,03/10/1998,04/01/1998,1998,Industrial/commercial   Electrical Amp Equip,20814
2013145,01/28/2013,02/01/2013,2013,Residential Muti Tenant Dwelling,20850
17612,05/01/2006,05/25/2006,2006,Residential   Motor Vehicle Noise,20902
20211187,02/22/2021,02/23/2021,2021,Residential   Construction/repair/demolition,20853
20242364,09/26/2024,11/05/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20910
16759,09/19/2005,10/07/2005,2005,Industrial/commercial   Equipment Noise,20877
10249,07/29/1998,07/29/1998,1998,Industrial/commercial   Equipment Noise,20814
22934,02/04/2010,04/05/2010,2010,Residential   Construction/repair/demolition,20910
20212190,08/02/2021,08/30/2021,2021,Residential   Construction/repair/demolition,20815
20131234,10/09/2013,10/16/2013,2013,Industrial/commercial  construction/repair/demolit,20901
26391,05/11/2012,07/09/2012,2012,Waiver Request,20910
20151885,07/08/2015,09/14/2015,2015,Waiver Request,20814
16455,06/22/2005,09/19/2005,2005,Information Request,20879
20221699,05/27/2022,08/24/2022,2022,Waiver Request,20854
5372,01/26/1996,02/15/1996,1996,Industrial/commercial   Equipment Noise,20910
20131169,09/17/2013,10/21/2013,2013,Residential   Motor Vehicle Noise,20850
10320,08/12/1998,09/08/1998,1998,Residential House/yard,20901
20172540,11/29/2017,02/07/2018,2017,Residential Muti Tenant Dwelling,20878
20141628,12/24/2014,01/23/2015,2014,Residential   El  Amplification Equip,20866
20211045,01/15/2021,05/25/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20854
20201176,02/07/2020,03/24/2020,2020,Residential   El  Amplification Equip,20886
19324,07/24/2007,09/26/2007,2007,Industrial/commercial   Electrical Amp Equip,20910
5403,02/11/1996,03/11/1996,1996,Residential   El  Amplification Equip,20906
5472,07/16/1996,07/18/1996,1996,Industrial/commercial  construction/repair/demolit,20854
20161831,06/22/2016,06/27/2016,2016,Waiver Request,20852
20181596,04/20/2018,05/07/2018,2018,Industrial/commercial  construction/repair/demolit,20814
20211160,02/09/2021,02/09/2021,2021,Waiver Request,20814
20211696,05/06/2021,08/04/2021,2021,Waiver Request,20814
10184,07/15/1998,08/24/1998,1998,Industrial/commercial   Equipment Noise,20814
20212636,10/28/2021,12/15/2021,2021,Waiver Request,20815
20192299,08/26/2019,10/08/2019,2019,Residential   Construction/repair/demolition,20816
20182624,12/12/2018,12/26/2018,2018,Industrial/commercial  construction/repair/demolit,20814
20131278,10/18/2013,02/25/2014,2013,Waiver Request,20850
19471,09/05/2007,12/04/2007,2007,Industrial/commercial   heat Pump/ac Noise,20906
20242602,11/13/2024,01/22/2025,2024,Industrial/commercial   Electrical Amp Equip,20814
20171750,06/12/2017,06/20/2017,2017,Industrial/commercial   Electrical Amp Equip,20902
19524,09/24/2007,06/09/2008,2007,Industrial/commercial   Equipment Noise,20910
8994,09/07/1999,07/17/2000,1999,Industrial/commercial   Equipment Noise,20818
20201406,03/23/2020,04/22/2020,2020,Residential   Motor Vehicle Noise,20901
19308,07/18/2007,08/03/2007,2007,Industrial/commercial  construction/repair/demolit,20817
10144,07/08/1998,03/15/2005,1998,Industrial/commercial  construction/repair/demolit,20891
8956,08/23/1999,03/03/2000,1999,Industrial/commercial  construction/repair/demolit,20878
20152309,10/09/2015,11/20/2015,2015,Industrial/commercial  construction/repair/demolit,20910
1299,12/07/2000,01/26/2001,2000,Industrial/commercial   Equipment Noise,20853
1876,08/21/2001,11/19/2001,2001,Residential House/yard,20902
23987,10/21/2010,02/22/2011,2010,Industrial/commercial  construction/repair/demolit,20910
20152079,08/19/2015,12/16/2015,2015,Residential   Construction/repair/demolition,20816
20151935,07/16/2015,08/06/2015,2015,Residential Muti Tenant Dwelling,20906
160,02/17/2000,08/22/2000,2000,Industrial/commercial   Equipment Noise,20852
20212133,07/20/2021,12/06/2021,2021,Waiver Request,20814
20221021,01/07/2022,02/01/2022,2022,Residential   Construction/repair/demolition,20817
20162515,11/25/2016,03/16/2017,2016,Waiver Request,20814
7647,08/05/1997,10/17/1997,1997,Industrial/commercial   Electrical Amp Equip,20910
21766,05/21/2009,06/16/2009,2009,Industrial/commercial  construction/repair/demolit,20903
22230,08/17/2009,07/20/2010,2009,Residential   El  Amplification Equip,20910
5492,07/19/1996,07/23/1996,1996,Residential   Mechanical,20850
8811,07/07/1999,03/14/2000,1999,Industrial/commercial  construction/repair/demolit,20814
20161789,06/14/2016,10/20/2016,2016,Industrial/commercial   Electrical Amp Equip,20902
20242097,08/01/2024,11/06/2024,2024,Residential Muti Tenant Dwelling,20852
20242231,09/03/2024,04/17/2025,2024,Industrial/commercial   Electrical Amp Equip,20910
20151725,06/01/2015,07/13/2015,2015,Residential   Mechanical,20877
20182414,10/17/2018,11/06/2018,2018,Residential   Construction/repair/demolition,20815
2013570,05/29/2013,06/06/2013,2013,Residential   Construction/repair/demolition,20855
649,06/28/2000,09/12/2000,2000,Industrial/commercial   Equipment Noise,20904
20221245,03/01/2022,07/25/2022,2022,Residential Muti Tenant Dwelling,20910
20201568,04/09/2020,06/09/2020,2020,Industrial/commercial   Equipment Noise,20815
20131408,11/22/2013,11/25/2013,2013,Residential   Mechanical,20815
20202347,08/20/2020,08/25/2020,2020,Residential   Construction/repair/demolition,20817
20191054,01/16/2019,05/29/2019,2019,Waiver Request,20814
5360,02/07/1996,05/09/1996,1996,Industrial/commercial  construction/repair/demolit,20814
20221847,06/22/2022,06/27/2022,2022,Industrial/commercial   Equipment Noise,20850
12822,05/14/2003,07/03/2003,2003,Industrial/commercial   Equipment Noise,20817
23662,08/04/2010,08/27/2010,2010,Industrial/commercial  construction/repair/demolit,20814
13081,07/02/2003,12/10/2003,2003,Industrial/commercial  construction/repair/demolit,20814
8954,08/19/1999,10/20/1999,1999,Industrial/commercial  construction/repair/demolit,20906
20202473,09/16/2020,10/02/2020,2020,Industrial/commercial   Refuse Noise Collection,20901
20211298,03/10/2021,04/01/2022,2021,Industrial/commercial   Electrical Amp Equip,20814
20152519,12/08/2015,12/16/2015,2015,Noise Industrial/commercial   Leaf Blower Noise,20815
17821,06/22/2006,02/08/2007,2006,Project   Community Noise Survey,20852
17762,06/09/2006,08/03/2006,2006,Industrial/commercial   Equipment Noise,20854
20151933,07/16/2015,07/24/2015,2015,Industrial/commercial   heat Pump/ac Noise,20910
2014774,05/21/2014,05/29/2014,2014,Residential   El  Amplification Equip,20878
20191557,04/16/2019,05/02/2019,2019,Industrial/commercial   Equipment Noise,20850
20171385,04/06/2017,04/24/2017,2017,Residential   Construction/repair/demolition,20872
12919,06/02/2003,07/02/2003,2003,Residential   Construction/repair/demolition,20872
20251294,03/13/2025,,2025,Industrial/commercial   Refuse Noise Collection,20855
20241632,05/07/2024,05/22/2024,2024,Residential   Motor Vehicle Noise,20817
20202679,10/26/2020,12/22/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20817
20231391,03/29/2023,05/02/2023,2023,Residential   Construction/repair/demolition,20815
16236,04/28/2005,05/19/2005,2005,Industrial/commercial  construction/repair/demolit,20910
20152112,08/27/2015,09/22/2015,2015,Residential   El  Amplification Equip,20886
20251420,03/28/2025,,2025,Residential   El  Amplification Equip,20886
2014586,04/28/2014,06/11/2014,2014,Industrial/commercial  construction/repair/demolit,20855
13006,06/17/2003,07/14/2003,2003,Residential   Motor Vehicle Noise,20850
20161799,06/15/2016,06/23/2016,2016,Residential   Mechanical,20882
20222201,09/07/2022,11/09/2022,2022,Waiver Request,20817
19364,08/03/2007,08/27/2007,2007,Industrial/commercial  construction/repair/demolit,20850
18193,09/27/2006,10/12/2006,2006,Industrial/commercial  construction/repair/demolit,20814
18342,11/03/2006,03/12/2008,2006,Industrial/commercial   Equipment Noise,20815
16860,10/21/2005,10/24/2005,2005,Industrial/commercial   Equipment Noise,20814
2014158,01/17/2014,05/12/2014,2014,Residential   El  Amplification Equip,20902
18457,12/07/2006,07/02/2007,2006,Industrial/commercial   Equipment Noise,20850
20192630,11/04/2019,11/12/2019,2019,Residential Muti Tenant Dwelling,20866
20172345,10/09/2017,10/10/2017,2017,Industrial/commercial   Electrical Amp Equip,20852
20251233,03/03/2025,,2025,Waiver Request,20814
20222352,10/12/2022,10/31/2022,2022,Residential   El  Amplification Equip,20903
20161018,01/06/2016,01/06/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20879
20222319,10/03/2022,12/09/2022,2022,Residential   El  Amplification Equip,20878
20191150,02/13/2019,03/29/2019,2019,Residential Muti Tenant Dwelling,20904
20192837,12/26/2019,01/03/2020,2019,Residential   Construction/repair/demolition,20817
17484,04/04/2006,11/17/2006,2006,Industrial/commercial   Equipment Noise,20871
14234,03/03/2004,03/09/2004,2004,Residential   El  Amplification Equip,20874
17479,03/31/2006,03/06/2008,2006,Industrial/commercial   Equipment Noise,20878
20181081,01/26/2018,06/07/2021,2018,Residential   Construction/repair/demolition,20814
20241528,04/16/2024,04/25/2024,2024,Residential   El  Amplification Equip,20871
20242755,12/24/2024,12/24/2024,2024,Residential   El  Amplification Equip,20906
7101,04/14/1997,05/29/1997,1997,Residential   El  Amplification Equip,20879
20201736,05/06/2020,05/06/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20910
20202523,09/28/2020,03/04/2021,2020,Residential Muti Tenant Dwelling,20906
4461,05/22/1995,07/06/1995,1995,Industrial/commercial  construction/repair/demolit,20879
20222276,09/26/2022,05/24/2023,2022,Industrial/commercial   Electrical Amp Equip,20910
20201350,03/16/2020,06/01/2020,2020,Waiver Request,20814
20151309,03/31/2015,05/08/2015,2015,Industrial/commercial  construction/repair/demolit,20814
13502,09/25/2003,06/28/2004,2003,Industrial/commercial   Equipment Noise,20817
2014256,02/18/2014,03/10/2014,2014,Residential Muti Tenant Dwelling,20850
20151399,04/06/2015,06/15/2015,2015,Residential Muti Tenant Dwelling,20886
20202624,10/14/2020,11/09/2020,2020,Residential Muti Tenant Dwelling,20877
20251060,01/21/2025,02/04/2025,2025,Residential Muti Tenant Dwelling,20878
25511,09/28/2011,10/25/2011,2011,Residential Muti Tenant Dwelling,20910
25410,09/06/2011,10/17/2011,2011,Industrial/commercial   heat Pump/ac Noise,20912
20201610,04/20/2020,05/07/2020,2020,Residential Muti Tenant Dwelling,20878
23099,03/29/2010,05/18/2010,2010,Residential   Construction/repair/demolition,20902
19458,09/04/2007,09/06/2007,2007,Industrial/commercial   Equipment Noise,20906
20131231,10/08/2013,03/31/2014,2013,Residential Muti Tenant Dwelling,20878
20182400,10/15/2018,10/23/2018,2018,Residential   Construction/repair/demolition,20854
20241418,03/22/2024,07/25/2024,2024,Waiver Request,20814
20251108,02/06/2025,02/20/2025,2025,Residential   Construction/repair/demolition,20874
21681,05/01/2009,05/18/2009,2009,Industrial/commercial  construction/repair/demolit,20814
20161226,03/14/2016,07/28/2016,2016,Residential Muti Tenant Dwelling,20874
26096,03/12/2012,04/13/2012,2012,Residential   El  Amplification Equip,20853
20221704,05/31/2022,06/03/2022,2022,Residential   El  Amplification Equip,20910
20874,09/30/2008,10/02/2008,2008,Residential   Mechanical,20852
17106,12/29/2005,02/03/2006,2005,Residential   El  Amplification Equip,20906
21488,03/23/2009,06/01/2009,2009,Residential   El  Amplification Equip,20877
17494,04/05/2006,05/23/2006,2006,Industrial/commercial   Equipment Noise,20877
20222360,10/14/2022,10/17/2022,2022,Residential   Motor Vehicle Noise,20871
1080,10/10/2000,07/31/2001,2000,Industrial/commercial   Equipment Noise,20905
27437,12/26/2012,05/01/2013,2012,Residential   Construction/repair/demolition,20850
20629,07/21/2008,08/14/2008,2008,Residential   El  Amplification Equip,20906
20242634,11/20/2024,01/03/2025,2024,Industrial/commercial   Refuse Noise Collection,20814
20231726,06/02/2023,07/14/2023,2023,Industrial/commercial  construction/repair/demolit,20814
20201955,06/01/2020,07/01/2020,2020,Residential   Mechanical,20904
20152542,12/14/2015,07/05/2016,2015,Industrial/commercial   Electrical Amp Equip,20910
2013483,05/06/2013,06/07/2013,2013,Residential   El  Amplification Equip,20853
20191101,01/30/2019,06/17/2019,2019,Waiver Request,20892
20191037,01/15/2019,01/30/2019,2019,Residential   Motor Vehicle Noise,20874
20131547,12/27/2013,04/07/2014,2013,Waiver Request,20871
20202863,12/07/2020,12/10/2020,2020,Industrial/commercial  construction/repair/demolit,20815
20212502,10/05/2021,11/24/2021,2021,Industrial/commercial  construction/repair/demolit,20816
22571,10/26/2009,11/12/2009,2009,Residential   Mechanical,20910
23414,06/02/2010,06/25/2010,2010,Industrial/commercial   Equipment Noise,20852
20232522,11/15/2023,11/27/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20815
20151662,05/18/2015,08/05/2015,2015,Waiver Request,20902
20192800,12/12/2019,04/03/2020,2019,Waiver Request,20815
8550,03/19/1999,07/14/1999,1999,Industrial/commercial   Equipment Noise,20910
9373,01/07/1998,01/15/1998,1998,Industrial/commercial   Equipment Noise,20854
25101,06/15/2011,09/08/2011,2011,Residential   El  Amplification Equip,20878
20241964,07/08/2024,09/11/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20877
13572,10/09/2003,03/15/2005,2003,Industrial/commercial   Electrical Amp Equip,20852
17774,06/14/2006,06/28/2006,2006,Industrial/commercial  construction/repair/demolit,21036
20231330,03/16/2023,04/07/2023,2023,Waiver Request,20850
16831,10/12/2005,11/01/2005,2005,Residential   Mechanical,20852
7648,07/17/1997,08/07/1997,1997,Industrial/commercial   Electrical Amp Equip,20879
10491,09/30/1998,12/15/1998,1998,Residential   Motor Vehicle Noise,20872
20161814,06/17/2016,05/11/2017,2016,Residential   Motor Vehicle Noise,20902
18785,03/21/2007,03/28/2007,2007,Industrial/commercial   heat Pump/ac Noise,20850
2708,10/15/2001,11/02/2001,2001,Industrial/commercial   Equipment Noise,20816
22030,07/15/2009,07/29/2009,2009,Residential   Mechanical,20815
11035,01/15/2002,03/31/2004,2002,Industrial/commercial  construction/repair/demolit,20814
20241007,01/02/2024,01/23/2024,2024,Residential   El  Amplification Equip,20853
20171823,06/19/2017,10/10/2017,2017,Waiver Request,20910
20232684,12/26/2023,04/11/2024,2023,Industrial/commercial  construction/repair/demolit,20814
22292,08/28/2009,09/17/2009,2009,Residential   El  Amplification Equip,20906
20151738,06/03/2015,06/15/2015,2015,Residential House/yard,20882
20222232,09/15/2022,10/10/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20814
20131374,11/12/2013,11/25/2013,2013,Residential   Construction/repair/demolition,20910
20232029,07/31/2023,03/15/2024,2023,Waiver Request,20910
20181069,01/23/2018,07/03/2018,2018,Residential   Construction/repair/demolition,20817
23244,04/21/2010,05/18/2010,2010,Industrial/commercial   Equipment Noise,20904
20171498,05/01/2017,07/11/2017,2017,Residential   Construction/repair/demolition,20817
20202241,07/28/2020,12/07/2020,2020,Industrial/commercial  construction/repair/demolit,20850
20212853,12/15/2021,01/13/2022,2021,Noise Industrial/commercial   Leaf Blower Noise,20905
13549,10/06/2003,10/07/2003,2003,Residential   Construction/repair/demolition,20882
20192408,09/19/2019,09/19/2019,2019,Waiver Request,20814
5869,05/22/1996,07/18/1996,1996,Industrial/commercial   Equipment Noise,20854
2486,08/30/2001,10/17/2001,2001,Industrial/commercial   Electrical Amp Equip,20816
18895,04/19/2007,07/02/2007,2007,Industrial/commercial  construction/repair/demolit,20850
8968,08/24/1999,10/08/1999,1999,Residential   El  Amplification Equip,20886
20231600,05/11/2023,06/16/2023,2023,Industrial/commercial   Electrical Amp Equip,20818
20201909,05/22/2020,06/02/2020,2020,Residential Muti Tenant Dwelling,20901
27299,11/19/2012,12/17/2012,2012,Residential   Mechanical,20815
20192417,09/23/2019,09/30/2019,2019,Industrial/commercial  construction/repair/demolit,20910
10590,10/28/1998,03/05/1999,1998,Industrial/commercial   Equipment Noise,20850
22265,08/21/2009,10/29/2009,2009,Residential   El  Amplification Equip,20850
20231427,04/05/2023,04/05/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20814
23742,08/23/2010,12/15/2010,2010,Residential   Motor Vehicle Noise,20850
20192306,08/27/2019,11/21/2019,2019,Waiver Request,20910
20131156,09/13/2013,11/04/2013,2013,Residential   El  Amplification Equip,20879
20221046,01/14/2022,02/14/2022,2022,Residential Muti Tenant Dwelling,20852
20222045,08/02/2022,08/08/2022,2022,Residential Muti Tenant Dwelling,20814
20221235,02/28/2022,07/25/2022,2022,Residential Muti Tenant Dwelling,20906
23483,06/21/2010,08/02/2010,2010,Industrial/commercial   Electrical Amp Equip,20815
833,08/11/2000,10/04/2000,2000,Industrial/commercial   Electrical Amp Equip,20910
1154,10/25/2000,03/02/2001,2000,Industrial/commercial   Equipment Noise,20814
20161925,07/18/2016,09/16/2016,2016,Residential   El  Amplification Equip,20902
27169,10/22/2012,11/02/2012,2012,Industrial/commercial   Equipment Noise,20817
16169,04/15/2005,05/04/2005,2005,Industrial/commercial   Refuse Noise Collection,20879
20231897,07/07/2023,12/06/2023,2023,Residential   El  Amplification Equip,20906
20182041,07/16/2018,09/04/2018,2018,Residential   El  Amplification Equip,20854
20171474,04/24/2017,08/22/2017,2017,Residential Muti Tenant Dwelling,20874
20201121,01/28/2020,03/05/2020,2020,Industrial/commercial   Refuse Noise Collection,20814
21482,03/20/2009,09/30/2010,2009,Residential   Motor Vehicle Noise,20832
20221275,03/08/2022,03/24/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20814
24192,12/08/2010,01/12/2011,2010,Residential   El  Amplification Equip,20886
20231449,04/07/2023,09/27/2023,2023,Residential   Construction/repair/demolition,20814
20201944,05/28/2020,07/02/2020,2020,Residential   Mechanical,20852
18642,02/08/2007,05/07/2007,2007,Residential   Motor Vehicle Noise,20833
9303,12/08/1999,03/03/2000,1999,Industrial/commercial   Equipment Noise,20854
2215,07/03/2001,09/18/2001,2001,Residential   Motor Vehicle Noise,20837
20182107,08/02/2018,12/05/2018,2018,Waiver Request,20814
20232281,09/20/2023,04/17/2025,2023,Industrial/commercial   Electrical Amp Equip,20910
17373,03/09/2006,03/27/2006,2006,Residential   Construction/repair/demolition,20816
10135,07/06/1998,07/20/1998,1998,Industrial/commercial  construction/repair/demolit,20817
20212522,10/08/2021,10/20/2021,2021,Residential   Construction/repair/demolition,20904
20182419,10/18/2018,03/21/2019,2018,Waiver Request,20852
20182062,07/19/2018,09/24/2018,2018,Residential   El  Amplification Equip,20878
2014839,06/05/2014,07/29/2014,2014,Industrial/commercial   Equipment Noise,20841
14110,02/03/2004,03/08/2004,2004,Industrial/commercial   Equipment Noise,20814
20162474,11/14/2016,01/09/2017,2016,Residential Muti Tenant Dwelling,20910
1104,10/12/2000,12/13/2000,2000,Industrial/commercial   Equipment Noise,20902
1358,01/26/2001,03/22/2001,2001,Industrial/commercial   Electrical Amp Equip,20832
20181779,05/18/2018,06/15/2018,2018,Residential   Mechanical,20901
20222371,10/18/2022,01/12/2023,2022,Industrial/commercial   Refuse Noise Collection,20876
18924,04/24/2007,04/27/2007,2007,Residential   Construction/repair/demolition,20817
18413,11/22/2006,12/08/2006,2006,Industrial/commercial  construction/repair/demolit,20902
20181617,04/23/2018,05/30/2018,2018,Residential Muti Tenant Dwelling,20850
6246,08/26/1996,09/30/1996,1996,Industrial/commercial   Equipment Noise,20850
20202539,10/01/2020,10/07/2020,2020,Industrial/commercial   Equipment Noise,20814
23337,05/12/2010,06/04/2010,2010,Noise Industrial/commercial   Leaf Blower Noise,20817
21439,03/16/2009,06/01/2009,2009,Industrial/commercial  construction/repair/demolit,20815
20212880,12/23/2021,01/13/2022,2021,Industrial/commercial   Equipment Noise,20910
9465,01/30/1998,02/12/1998,1998,Industrial/commercial  construction/repair/demolit,20815
20182385,10/11/2018,12/24/2018,2018,Industrial/commercial  construction/repair/demolit,20910
7480,06/26/1997,07/01/1997,1997,Industrial/commercial  construction/repair/demolit,20815
22908,01/28/2010,02/16/2010,2010,Residential   Mechanical,20902
20202109,06/30/2020,01/05/2021,2020,Waiver Request,20814
1691,05/04/2001,05/10/2001,2001,Industrial/commercial  construction/repair/demolit,20906
13912,12/09/2003,01/08/2004,2003,Industrial/commercial  construction/repair/demolit,20814
10737,12/14/1998,02/09/1999,1998,Residential   El  Amplification Equip,20853
20212841,12/14/2021,05/02/2022,2021,Waiver Request,20910
20212564,10/14/2021,11/23/2021,2021,Industrial/commercial   Electrical Amp Equip,20910
2013200,02/13/2013,03/13/2013,2013,Industrial/commercial   Equipment Noise,20832
25605,10/25/2011,11/17/2011,2011,Industrial/commercial   Equipment Noise,20895
20222055,08/03/2022,08/22/2022,2022,Residential   Construction/repair/demolition,20814
13960,12/29/2003,08/18/2004,2003,Residential   Mechanical,20816
20172235,09/18/2017,02/06/2018,2017,Industrial/commercial   Refuse Noise Collection,20854
2013602,06/05/2013,06/20/2013,2013,Industrial/commercial  construction/repair/demolit,20853
1856,04/23/2001,11/09/2001,2001,Industrial/commercial  construction/repair/demolit,20816
20191964,06/17/2019,07/02/2019,2019,Residential   El  Amplification Equip,20854
23367,05/19/2010,09/21/2010,2010,Residential   El  Amplification Equip,20910
19701,11/08/2007,06/24/2008,2007,Industrial/commercial  construction/repair/demolit,20816
20191834,05/22/2019,06/03/2019,2019,Residential   Construction/repair/demolition,20853
20546,07/01/2008,10/01/2008,2008,Residential   Mechanical,20878
22740,12/08/2009,02/19/2010,2009,Residential   El  Amplification Equip,20815
20141269,09/26/2014,10/27/2014,2014,Industrial/commercial  construction/repair/demolit,20910
20231566,05/04/2023,05/26/2023,2023,Industrial/commercial  construction/repair/demolit,20902
20172025,07/20/2017,08/08/2017,2017,Residential Muti Tenant Dwelling,20904
9701,03/30/1998,05/09/1998,1998,Residential   Construction/repair/demolition,20878
20191322,03/15/2019,03/15/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20816
20221006,01/03/2022,01/10/2022,2022,Residential Muti Tenant Dwelling,20910
19599,10/09/2007,11/06/2007,2007,Residential   Motor Vehicle Noise,20905
20231421,04/04/2023,04/06/2023,2023,Information Request,20902
180,02/24/2000,03/15/2000,2000,Industrial/commercial   Equipment Noise,20878
20161554,05/31/2016,11/03/2016,2016,Residential   El  Amplification Equip,20904
20182145,08/14/2018,08/22/2018,2018,Industrial/commercial  construction/repair/demolit,20910
20251046,01/15/2025,03/06/2025,2025,Industrial/commercial   Equipment Noise,20852
8314,04/14/1999,05/20/1999,1999,Industrial/commercial   Equipment Noise,20850
20231571,05/08/2023,05/31/2023,2023,Industrial/commercial   Refuse Noise Collection,20901
27386,12/07/2012,01/15/2013,2012,Residential Muti Tenant Dwelling,20853
20242379,09/30/2024,10/28/2024,2024,Industrial/commercial   Refuse Noise Collection,20814
20241571,04/24/2024,05/06/2024,2024,Residential Muti Tenant Dwelling,20910
20162490,11/16/2016,11/29/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20815
20201003,01/03/2020,07/19/2021,2020,Industrial/commercial  construction/repair/demolit,20814
22553,10/21/2009,11/05/2009,2009,Industrial/commercial  construction/repair/demolit,20910
20241849,06/17/2024,06/18/2024,2024,Industrial/commercial   Electrical Amp Equip,20814
20231448,04/07/2023,06/15/2023,2023,Industrial/commercial   Electrical Amp Equip,20815
2014642,05/07/2014,06/04/2014,2014,Industrial/commercial   Equipment Noise,20910
20148,04/01/2008,11/24/2008,2008,Residential   El  Amplification Equip,20886
20131485,12/09/2013,01/02/2014,2013,Industrial/commercial  construction/repair/demolit,20814
20211880,06/09/2021,06/09/2021,2021,Industrial/commercial   Refuse Noise Collection,20854
20162217,09/12/2016,11/14/2016,2016,Industrial/commercial   Electrical Amp Equip,20852
819,08/08/2000,01/08/2001,2000,Industrial/commercial   Electrical Amp Equip,20854
15295,09/21/2004,10/15/2004,2004,Residential   Construction/repair/demolition,20816
20191398,03/27/2019,04/10/2019,2019,Industrial/commercial  construction/repair/demolit,20816
23609,07/23/2010,08/23/2010,2010,Residential   Mechanical,20901
